Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.01,8.82,8.82,31.01,0.0,0.0,107.0,133.0,138.0,133.43,0.0,2.45,,,,,,,,,0.0
0.05,0.01,10.58,9.7,31.0,0.0,0.14,107.0,133.0,138.0,133.43,0.0,2.7,-0.008,4.9,0.0,0.0,,,,,0.0
0.1,0.01,10.75,10.05,31.0,0.0,0.29,107.0,133.0,138.0,133.43,0.0,2.79,-0.008,1.936,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,7.77,9.48,31.0,0.0,0.42,107.0,133.0,138.0,133.43,0.0,2.63,-0.037,-3.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,4.89,8.56,31.0,0.0,0.5,107.0,133.0,138.0,133.43,0.0,2.38,0.0,-5.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.29,7.18,31.0,0.0,0.53,107.0,133.0,138.0,133.43,0.0,2.0,0.0,-7.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,1.26,6.34,31.0,0.0,0.54,107.0,133.0,138.0,133.43,0.0,1.76,0.0,-4.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,1.82,5.77,31.0,0.0,0.56,107.0,133.0,138.0,133.43,0.0,1.6,0.0,-3.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,2.03,5.36,31.0,0.0,0.59,107.0,133.0,138.0,133.43,0.0,1.49,0.0,-2.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,1.97,5.02,31.0,0.0,0.62,107.0,133.0,138.0,133.43,0.0,1.39,0.0,-1.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.73,4.31,31.0,0.0,0.65,107.0,133.0,138.0,133.43,0.0,1.2,0.0,-3.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,1.39,3.39,31.0,0.0,0.67,107.0,133.0,138.0,133.43,0.0,0.94,0.0,-5.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,1.01,2.41,31.0,0.0,0.68,107.0,133.0,138.0,133.43,0.0,0.67,0.0,-5.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.64,1.7,31.0,0.0,0.69,107.0,133.0,138.0,133.43,0.0,0.47,0.0,-3.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.32,1.24,31.0,0.0,0.7,107.0,133.0,138.0,133.43,0.0,0.35,0.0,-2.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.06,1.22,31.0,0.0,0.7,107.0,133.0,138.0,133.43,0.0,0.34,0.0,-0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.13,1.11,31.0,0.0,0.7,107.0,133.0,138.0,133.43,0.0,0.31,0.0,-0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8500000000000001,0.0,0.25,0.95,31.0,0.0,0.71,107.0,133.0,138.0,133.43,0.0,0.26,0.0,-0.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.31,0.78,31.0,0.0,0.71,107.0,133.0,138.0,133.43,0.0,0.22,0.0,-0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.32,0.61,31.0,0.0,0.71,107.0,133.0,138.0,133.43,0.0,0.17,0.0,-0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.29,0.47,31.0,0.0,0.72,107.0,133.0,138.0,133.43,0.0,0.13,0.0,-0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.05,0.0,0.24,0.36,31.0,0.0,0.72,107.0,133.0,138.0,133.43,0.0,0.1,0.0,-0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
